work_id,state,district,mp_name,vendor_name,sanctioned_amount_inr,expenditure_inr,utilization_ratio,flag_fund_splitting,flag_fiscal_dumping,flag_cost_overrun,flag_ghost_fast,flag_round_invoice,iso_pred,composite_risk_score,final_pred
MPLAD100025,Punjab,Jalandhar,MP_146,Vendor_023,1421466.92,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100026,Karnataka,Mysuru,MP_062,Vendor_039,505770.69,99211.66,0.19615937016832669,0,0,0,0,0,-1,48.5,1
MPLAD100027,Assam,Guwahati,MP_133,Vendor_065,604156.0,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100028,Chhattisgarh,Bilaspur,MP_081,Vendor_007,1588738.79,794879.51,0.5003210817304964,0,0,0,0,0,1,27.9,0
MPLAD100029,Chhattisgarh,Bilaspur,MP_130,Vendor_097,2021222.64,1355430.48,0.6705992962754465,0,0,0,0,0,-1,60.0,1
MPLAD100030,Madhya Pradesh,Indore,MP_038,Vendor_094,2109862.48,961352.0,0.4556467585508227,0,0,0,0,0,1,24.6,0
MPLAD100031,West Bengal,Kolkata,MP_054,Vendor_043,1200391.23,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100032,West Bengal,Kolkata,MP_089,Vendor_088,1159279.22,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100033,Andhra Pradesh,Guntur,MP_119,Vendor_100,2317189.73,0.0,0.0,0,0,0,0,1,-1,60.0,1
MPLAD100034,West Bengal,Kolkata,MP_089,Vendor_095,947062.55,805814.97,0.8508571793911606,0,0,0,0,0,-1,40.9,1
MPLAD100035,Odisha,Cuttack,MP_010,Vendor_063,887835.9,323689.46,0.3645825315241251,0,0,0,0,0,1,9.7,0
MPLAD100036,Assam,Silchar,MP_088,Vendor_099,2650498.0,1606226.37,0.6060092744835122,0,0,0,0,0,1,15.2,0
MPLAD100037,Andhra Pradesh,Vijayawada,MP_116,Vendor_111,1103225.71,824896.15,0.7477129498731497,0,0,0,0,0,1,34.8,0
MPLAD100038,Gujarat,Ahmedabad,MP_015,Vendor_081,2908316.9,2279677.87,0.7838478227733712,0,0,0,0,0,-1,60.4,1
MPLAD100039,Odisha,Cuttack,MP_039,Vendor_064,826392.94,728590.73,0.8816516873921987,0,0,0,0,0,1,22.8,0
MPLAD100040,Gujarat,Ahmedabad,MP_027,Vendor_028,2579191.49,1052498.19,0.4080729151289189,0,0,0,0,0,1,27.4,0
MPLAD100041,Chhattisgarh,Raipur,MP_048,Vendor_107,1484069.45,1484069.45,1.0,0,0,0,0,0,1,34.5,0
MPLAD100042,Rajasthan,Jaipur,MP_121,Vendor_091,701883.83,192370.91,0.27407799094046664,0,0,0,0,0,1,25.9,0
MPLAD100043,Kerala,Kochi,MP_073,Vendor_025,317286.64,305277.92,0.9621518258695039,0,0,0,0,0,-1,52.4,1
MPLAD100044,Andhra Pradesh,Guntur,MP_119,Vendor_113,1563249.05,1465542.02,0.9374974640157305,0,0,0,0,0,1,38.0,0
MPLAD100045,Bihar,Bhagalpur,MP_018,Vendor_107,715153.84,308802.16,0.43179822679830676,0,0,0,0,0,1,18.1,0
MPLAD100046,Rajasthan,Udaipur,MP_052,Vendor_009,3159684.23,2766888.8,0.8756852263050349,0,0,0,0,0,1,22.7,0
MPLAD100047,Chhattisgarh,Bilaspur,MP_080,Vendor_016,4661466.36,1650250.66,0.3540196437242979,0,0,0,0,0,1,35.6,0
MPLAD100048,Andhra Pradesh,Guntur,MP_036,Vendor_030,1745901.67,1332570.28,0.7632562033118395,0,0,0,0,0,-1,40.1,1
MPLAD100049,Chhattisgarh,Raipur,MP_048,Vendor_097,867642.51,523892.08,0.6038109866239726,0,0,0,0,0,-1,51.7,1
MPLAD100050,Odisha,Rourkela,MP_013,Vendor_084,1802469.71,1182289.04,0.6559272721426204,0,0,0,0,0,1,28.4,0
MPLAD100051,Kerala,Kochi,MP_073,Vendor_110,2177335.32,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100052,Rajasthan,Udaipur,MP_044,Vendor_093,1347724.92,366539.74,0.2719692531915192,0,0,0,0,0,1,15.8,0
MPLAD100053,Tamil Nadu,Chennai,MP_066,Vendor_018,2637875.35,1034921.51,0.39233146858133383,0,0,0,0,0,1,10.0,0
MPLAD100054,Punjab,Ludhiana,MP_101,Vendor_092,1325139.72,616083.38,0.4649195633498934,0,0,0,0,0,1,17.3,0
MPLAD100055,Maharashtra,Mumbai,MP_105,Vendor_107,1373663.47,0.0,0.0,0,0,0,0,1,-1,60.0,1
MPLAD100056,Assam,Guwahati,MP_148,Vendor_063,1746580.16,1545328.62,0.8847739459035193,0,0,0,0,0,1,13.1,0
MPLAD100057,Andhra Pradesh,Vijayawada,MP_116,Vendor_054,933229.82,378522.0,0.405604270125016,0,0,0,0,0,-1,49.6,1
MPLAD100058,Chhattisgarh,Raipur,MP_113,Vendor_079,685704.34,128855.33,0.18791674849250628,0,0,0,0,0,1,25.9,0
MPLAD100059,Odisha,Cuttack,MP_039,Vendor_005,2221615.98,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100060,Madhya Pradesh,Indore,MP_038,Vendor_020,1315204.8,143103.29,0.1088068489409406,0,0,0,0,0,1,21.6,0
MPLAD100061,Punjab,Ludhiana,MP_101,Vendor_113,783649.26,645771.98,0.8240574105818718,0,0,0,0,0,1,19.4,0
MPLAD100062,Gujarat,Ahmedabad,MP_002,Vendor_070,4113145.88,2036690.41,0.4951661014269691,0,0,0,0,0,1,18.7,0
MPLAD100063,Haryana,Panipat,MP_026,Vendor_102,638301.17,356466.44,0.5584612041365989,0,0,0,0,0,1,20.8,0
MPLAD100064,Kerala,Kochi,MP_008,Vendor_006,403859.87,158346.62,0.3920830757460502,0,0,0,0,0,-1,45.3,1
MPLAD100065,Assam,Guwahati,MP_024,Vendor_108,2219035.03,992014.92,0.4470478863959169,0,0,0,0,0,1,6.1,0
MPLAD100066,Rajasthan,Udaipur,MP_052,Vendor_100,541680.38,507327.76,0.9365813840257607,0,0,0,0,0,1,34.0,0
MPLAD100067,Odisha,Cuttack,MP_010,Vendor_079,1378085.11,436399.65,0.3166710436338725,0,0,0,0,0,1,12.7,0
MPLAD100068,Madhya Pradesh,Bhopal,MP_033,Vendor_008,1213267.89,1109927.69,0.9148249114216647,0,0,0,0,0,-1,51.4,1
MPLAD100069,Haryana,Faridabad,MP_112,Vendor_098,1927813.13,1848815.18,0.9590219877794899,0,0,0,0,0,1,38.0,0
MPLAD100070,Chhattisgarh,Raipur,MP_048,Vendor_070,1559728.45,1281011.94,0.821304464889385,0,0,0,0,0,1,22.7,0
MPLAD100071,Gujarat,Ahmedabad,MP_015,Vendor_094,1817181.63,1750987.28,0.9635730689177174,0,0,0,0,0,-1,41.8,1
MPLAD100072,Chhattisgarh,Bilaspur,MP_081,Vendor_110,2145732.33,2056638.57,0.9584786234730406,0,0,0,0,0,-1,60.7,1
MPLAD100073,Gujarat,Surat,MP_122,Vendor_002,2842161.35,1267059.82,0.44580854637263995,0,0,0,0,0,1,21.3,0
MPLAD100074,Kerala,Thiruvananthapuram,MP_102,Vendor_014,1107689.11,0.0,0.0,0,1,0,0,1,1,85.0,1
MPLAD100075,Punjab,Ludhiana,MP_124,Vendor_041,873749.69,249613.13,0.2856803645904584,0,0,0,0,0,1,14.0,0
MPLAD100076,Assam,Guwahati,MP_024,Vendor_115,805423.85,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100077,Assam,Silchar,MP_088,Vendor_048,1025760.32,359033.1,0.3500165613737135,0,0,0,0,0,1,30.1,0
MPLAD100078,Kerala,Kochi,MP_086,Vendor_079,1868825.23,1645597.87,0.8805520407063426,0,0,0,0,0,-1,40.1,1
MPLAD100079,Chhattisgarh,Raipur,MP_048,Vendor_108,891829.17,773027.51,0.8667887707687336,0,0,0,0,0,1,25.0,0
MPLAD100080,Rajasthan,Udaipur,MP_044,Vendor_071,556685.22,233985.52,0.4203192604969825,0,0,0,0,0,1,27.6,0
MPLAD100081,Tamil Nadu,Coimbatore,MP_128,Vendor_042,1756717.66,1494560.65,0.8507688423875696,0,0,0,0,0,1,22.9,0
MPLAD100082,Telangana,Hyderabad,MP_142,Vendor_092,5468674.91,2812244.55,0.5142460644090471,0,0,0,0,0,1,34.0,0
MPLAD100083,Kerala,Kochi,MP_085,Vendor_097,1531471.53,627710.08,0.4098738159370158,0,0,0,0,0,-1,59.1,1
MPLAD100084,Odisha,Rourkela,MP_090,Vendor_089,1256895.26,1256895.26,1.0,0,0,0,0,0,-1,47.1,1
MPLAD100085,Bihar,Gaya,MP_060,Vendor_003,1824902.84,533258.96,0.2922122473106568,0,0,0,0,0,1,20.1,0
MPLAD100086,Chhattisgarh,Bilaspur,MP_080,Vendor_036,814792.75,197128.81,0.24193736382656816,0,0,0,0,0,-1,47.2,1
MPLAD100087,Karnataka,Mysuru,MP_059,Vendor_011,1458105.38,1208788.0,0.8290127836988024,0,0,0,0,0,-1,79.6,1
MPLAD100088,Punjab,Ludhiana,MP_149,Vendor_005,713215.48,245280.03,0.343907327978916,0,0,0,0,0,1,15.0,0
MPLAD100089,Kerala,Thiruvananthapuram,MP_074,Vendor_111,1440341.79,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100090,West Bengal,Kolkata,MP_056,Vendor_057,927676.31,856838.31,0.9236393133721394,0,0,0,0,0,1,34.6,0
MPLAD100091,Gujarat,Surat,MP_053,Vendor_093,553540.46,215105.22,0.3885989110895345,0,0,0,0,0,1,11.5,0
MPLAD100092,Tamil Nadu,Madurai,MP_125,Vendor_118,617299.85,232284.54,0.37629126266594753,0,0,0,0,0,1,19.1,0
MPLAD100093,West Bengal,Kolkata,MP_089,Vendor_022,1752454.32,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100094,Assam,Dibrugarh,MP_117,Vendor_075,563252.21,509183.16,0.9040056141102403,0,0,0,0,0,-1,40.8,1
MPLAD100095,Chhattisgarh,Raipur,MP_113,Vendor_091,2500000.0,1200163.83,0.480065532,0,0,0,0,0,1,25.6,0
MPLAD100096,Chhattisgarh,Raipur,MP_020,Vendor_111,1586862.59,775748.49,0.4888567509805622,0,0,0,0,0,1,14.2,0
MPLAD100097,Kerala,Thiruvananthapuram,MP_083,Vendor_073,345560.23,265131.61,0.7672515150253257,0,0,0,0,0,-1,46.4,1
MPLAD100098,Rajasthan,Udaipur,MP_052,Vendor_005,812489.9,1013570.98,1.24748748261363,0,0,1,0,0,-1,90.0,1
MPLAD100099,Uttar Pradesh,Varanasi,MP_096,Vendor_082,848524.66,336266.58,0.3962955890993198,0,0,0,0,0,-1,41.2,1
MPLAD100100,Haryana,Gurugram,MP_091,Vendor_041,1211267.21,604513.89,0.4990755838259669,0,0,0,0,0,1,30.5,0
MPLAD100101,Punjab,Ludhiana,MP_101,Vendor_032,755385.0,192812.86,0.2552511103609418,0,0,0,0,0,1,32.8,0
MPLAD100102,Odisha,Rourkela,MP_106,Vendor_035,1949311.41,1736958.57,0.8910626393963396,0,0,0,0,0,-1,49.9,1
MPLAD100103,Chhattisgarh,Bilaspur,MP_094,Vendor_077,2313187.17,0.0,0.0,0,0,0,0,1,-1,60.0,1
MPLAD100104,Haryana,Gurugram,MP_126,Vendor_117,1356755.2,1164549.79,0.8583344954196601,0,0,0,0,0,1,24.6,0
MPLAD100105,Andhra Pradesh,Guntur,MP_036,Vendor_055,2537999.28,2350122.69,0.9259745298272898,0,0,0,0,0,-1,51.7,1
MPLAD100106,Gujarat,Ahmedabad,MP_095,Vendor_064,713402.35,685504.5,0.960894648020153,0,0,0,0,0,-1,51.1,1
MPLAD100107,Kerala,Kozhikode,MP_043,Vendor_055,438740.44,208617.44,0.47549170530074686,0,0,0,0,0,-1,46.0,1
MPLAD100108,Gujarat,Vadodara,MP_040,Vendor_094,582697.2,570505.62,0.9790773321031919,0,0,0,0,0,1,19.6,0
MPLAD100109,Gujarat,Ahmedabad,MP_027,Vendor_065,1661323.34,325034.4,0.19564788634101776,0,0,0,0,0,1,23.1,0
MPLAD100110,Telangana,Hyderabad,MP_041,Vendor_075,2639997.18,2417318.43,0.9156518985372553,0,0,0,1,0,-1,83.5,1
MPLAD100111,Rajasthan,Jaipur,MP_121,Vendor_111,2762150.79,2261602.21,0.8187830360991986,0,0,0,0,0,-1,51.4,1
MPLAD100112,Kerala,Kochi,MP_104,Vendor_002,853764.71,0.0,0.0,0,0,0,0,1,-1,61.9,1
MPLAD100113,Odisha,Cuttack,MP_010,Vendor_052,1847986.97,1496186.7,0.8096305462586676,0,0,0,0,0,-1,65.4,1
MPLAD100114,Jharkhand,Ranchi,MP_051,Vendor_070,4107859.95,1471329.05,0.3581741023084295,0,0,0,0,0,1,3.4,0
MPLAD100115,Chhattisgarh,Bilaspur,MP_130,Vendor_083,1133943.8,939014.87,0.8280964806192335,0,0,0,0,0,-1,53.7,1
MPLAD100116,Tamil Nadu,Chennai,MP_066,Vendor_011,1224572.36,1152026.62,0.9407583068427251,0,0,0,0,0,-1,49.7,1
MPLAD100117,Assam,Silchar,MP_016,Vendor_043,419592.19,64819.17,0.15448135486029899,0,0,0,0,0,1,14.4,0
MPLAD100118,Tamil Nadu,Coimbatore,MP_037,Vendor_041,1468377.6,1303374.42,0.8876289177933522,0,0,0,0,0,-1,39.4,1
MPLAD100119,Haryana,Faridabad,MP_055,Vendor_053,792790.72,759294.99,0.9577495937389379,0,0,0,0,0,1,18.5,0
MPLAD100120,Tamil Nadu,Chennai,MP_066,Vendor_005,1787344.2,1642374.55,0.9188910283760677,0,0,0,0,0,1,23.8,0
MPLAD100121,Tamil Nadu,Madurai,MP_125,Vendor_072,2123644.73,408402.72,0.19231216701674952,0,0,0,0,0,1,24.0,0
MPLAD100122,Haryana,Faridabad,MP_055,Vendor_097,562509.35,501068.86,0.8907742777964491,0,0,0,0,0,-1,47.2,1
MPLAD100123,Gujarat,Ahmedabad,MP_002,Vendor_029,2013693.96,951895.5,0.4727111065079621,0,0,0,0,0,1,14.3,0
MPLAD100124,Rajasthan,Jodhpur,MP_063,Vendor_110,1267412.37,1651517.79,1.3030627040510894,0,0,1,0,0,-1,90.0,1
MPLAD100125,Bihar,Patna,MP_028,Vendor_021,1632266.87,1458975.83,0.8938341252983956,0,0,0,0,0,1,26.9,0
MPLAD100126,Tamil Nadu,Madurai,MP_125,Vendor_029,4341158.38,5714487.83,1.3163509206038229,0,0,1,0,0,-1,90.0,1
MPLAD100127,Assam,Dibrugarh,MP_117,Vendor_037,2580623.16,1256162.56,0.48676714193326853,0,0,0,0,0,1,9.5,0
MPLAD100128,Jharkhand,Ranchi,MP_035,Vendor_010,449066.78,125985.63,0.28054987723652147,0,0,0,0,0,1,19.3,0
MPLAD100129,Rajasthan,Jodhpur,MP_099,Vendor_090,550139.8,273987.49,0.49803248192550326,0,0,0,0,0,1,30.4,0
MPLAD100130,Odisha,Rourkela,MP_090,Vendor_091,1156892.74,921399.83,0.796443609802582,0,0,0,0,0,-1,43.0,1
MPLAD100131,Bihar,Gaya,MP_060,Vendor_096,1204481.39,473064.99,0.3927540881308262,0,0,0,0,0,1,15.0,0
MPLAD100132,Maharashtra,Mumbai,MP_105,Vendor_020,1354223.43,1160025.54,0.8565983384292798,0,0,0,0,0,1,37.7,0
MPLAD100133,Chhattisgarh,Raipur,MP_020,Vendor_097,1280684.48,717629.33,0.5603482678262799,0,0,0,0,0,-1,42.5,1
MPLAD100134,Telangana,Hyderabad,MP_041,Vendor_022,2148542.55,298283.42,0.13883058541242296,0,0,0,0,0,-1,42.7,1
MPLAD100135,Tamil Nadu,Coimbatore,MP_037,Vendor_092,2070841.62,338028.98,0.16323265706819237,0,0,0,0,0,1,17.7,0
MPLAD100136,Odisha,Cuttack,MP_079,Vendor_055,1218034.31,332305.78,0.27282136247869737,0,0,0,0,0,1,16.1,0
MPLAD100137,Haryana,Gurugram,MP_091,Vendor_070,667663.09,499949.79,0.7488054941003254,0,0,0,0,0,1,30.4,0
MPLAD100138,Chhattisgarh,Bilaspur,MP_080,Vendor_084,436852.41,200060.45,0.45795890195501043,0,0,0,0,0,1,31.5,0
MPLAD100139,Gujarat,Surat,MP_122,Vendor_021,788035.05,397472.61,0.5043844306163793,0,0,0,0,0,1,16.8,0
MPLAD100140,Andhra Pradesh,Vijayawada,MP_116,Vendor_034,374566.03,0.0,0.0,0,1,0,0,1,1,85.0,1
MPLAD100141,Assam,Silchar,MP_088,Vendor_103,3141991.11,1866858.06,0.5941640172240972,0,0,0,0,0,1,14.1,0
MPLAD100142,Tamil Nadu,Chennai,MP_135,Vendor_109,1289103.24,407106.96,0.3158063275056232,0,0,0,0,0,1,11.1,0
MPLAD100143,Jharkhand,Ranchi,MP_035,Vendor_118,2548813.44,867650.55,0.3404135180643115,0,0,0,0,0,1,26.3,0
MPLAD100144,Assam,Silchar,MP_076,Vendor_023,1705508.12,1582312.79,0.9277662014297533,0,0,0,0,0,1,31.8,0
MPLAD100145,Chhattisgarh,Raipur,MP_048,Vendor_005,2577270.3,0.0,0.0,0,0,0,0,1,-1,60.0,1
MPLAD100146,Punjab,Amritsar,MP_064,Vendor_069,535039.76,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100147,Assam,Dibrugarh,MP_123,Vendor_004,5149859.07,6811625.58,1.3226819389447875,0,0,1,0,0,-1,90.0,1
MPLAD100148,Tamil Nadu,Coimbatore,MP_037,Vendor_036,635554.62,237083.62,0.3730342169489697,0,0,0,0,0,1,26.9,0
MPLAD100149,Rajasthan,Jaipur,MP_121,Vendor_089,1437019.63,902612.25,0.6281140710652645,0,0,0,0,0,1,28.2,0
MPLAD100150,Madhya Pradesh,Bhopal,MP_084,Vendor_041,937940.82,230833.04,0.24610618823477587,0,0,0,0,0,1,22.4,0
MPLAD100151,Tamil Nadu,Madurai,MP_087,Vendor_042,1013089.81,1007109.78,0.9940972360584694,0,0,0,0,0,1,27.7,0
MPLAD100152,Punjab,Amritsar,MP_064,Vendor_094,2434711.75,739801.12,0.30385573158711704,0,0,0,0,0,1,38.2,0
MPLAD100153,Punjab,Amritsar,MP_012,Vendor_061,841414.97,516075.64,0.6133425936075276,0,0,0,0,0,-1,52.1,1
MPLAD100154,West Bengal,Kolkata,MP_089,Vendor_097,1046254.53,0.0,0.0,0,0,0,0,1,-1,73.8,1
MPLAD100155,Kerala,Thiruvananthapuram,MP_134,Vendor_075,1706326.14,359246.99,0.21053829134915555,0,0,0,0,0,1,32.4,0
MPLAD100156,Kerala,Kozhikode,MP_043,Vendor_103,7902302.21,1700006.72,0.21512803165749844,0,0,0,0,0,1,35.2,0
MPLAD100157,West Bengal,Kolkata,MP_054,Vendor_054,2548317.64,2525817.18,0.9911704649189651,0,0,0,0,0,-1,42.7,1
MPLAD100158,Rajasthan,Jodhpur,MP_063,Vendor_116,583701.68,558054.78,0.9560616306603743,0,0,0,0,0,-1,50.8,1
MPLAD100159,Jharkhand,Ranchi,MP_035,Vendor_054,2325473.8,1124487.4,0.48355195401470447,0,0,0,0,0,-1,47.5,1
MPLAD100160,Maharashtra,Nashik,MP_068,Vendor_054,803034.64,391019.72,0.48692758758202503,0,0,0,0,0,-1,48.8,1
MPLAD100161,Telangana,Hyderabad,MP_041,Vendor_021,1064297.23,424286.64,0.39865427442670315,0,0,0,0,0,-1,40.6,1
MPLAD100162,Assam,Dibrugarh,MP_123,Vendor_035,905007.49,768181.6,0.8488124225358621,0,0,0,0,0,-1,56.8,1
MPLAD100163,Assam,Dibrugarh,MP_075,Vendor_082,518930.42,452112.43,0.8712390189035363,0,0,0,0,0,1,17.3,0
MPLAD100164,Gujarat,Ahmedabad,MP_002,Vendor_075,10249162.6,9252902.21,0.9027959230542407,0,0,0,0,0,-1,52.0,1
MPLAD100165,Kerala,Kochi,MP_085,Vendor_014,2078016.97,1368300.65,0.6584646178322595,0,0,0,0,0,1,38.0,0
MPLAD100166,Gujarat,Surat,MP_006,Vendor_109,1429070.45,1180146.84,0.8258143186712734,0,0,0,0,0,-1,43.4,1
MPLAD100167,Karnataka,Mysuru,MP_059,Vendor_027,3534592.26,1793859.49,0.5075152543903324,0,0,0,0,0,1,18.0,0
MPLAD100168,Jharkhand,Ranchi,MP_051,Vendor_084,803322.63,404473.06,0.503500144145074,0,0,0,0,0,1,20.4,0
MPLAD100169,West Bengal,Kolkata,MP_001,Vendor_044,5988518.04,237577.7,0.039672202440255155,0,1,0,0,0,1,85.0,1
MPLAD100170,Bihar,Patna,MP_120,Vendor_010,2262614.37,2567611.18,1.1347984057928528,0,0,1,0,0,1,90.0,1
MPLAD100171,Tamil Nadu,Coimbatore,MP_037,Vendor_073,350420.4,301439.71,0.8602230634974448,0,0,0,0,0,1,32.7,0
MPLAD100172,Maharashtra,Mumbai,MP_061,Vendor_078,212172.12,101196.41,0.47695432368776824,0,0,0,0,0,1,9.7,0
MPLAD100173,Kerala,Thiruvananthapuram,MP_102,Vendor_055,2000000.0,412070.77,0.20603538500000002,0,0,0,0,0,1,18.9,0
MPLAD100174,Karnataka,Mysuru,MP_059,Vendor_102,2995384.52,1900789.1,0.6345726524619951,0,0,0,0,0,1,17.6,0
MPLAD100175,Punjab,Jalandhar,MP_045,Vendor_087,839364.21,627462.56,0.7475450496036757,0,0,0,0,0,-1,43.3,1
MPLAD100176,Punjab,Ludhiana,MP_149,Vendor_110,1020836.14,478390.72,0.4686263556460687,0,0,0,0,0,-1,39.9,1
MPLAD100177,Chhattisgarh,Raipur,MP_113,Vendor_011,909047.93,289391.34,0.3183455244213581,0,0,0,0,0,-1,40.2,1
MPLAD100178,Madhya Pradesh,Bhopal,MP_033,Vendor_041,4241608.4,1779526.04,0.4195403894428349,0,0,0,0,0,1,13.6,0
MPLAD100179,Bihar,Patna,MP_120,Vendor_040,965794.35,408451.29,0.42291745649578505,0,0,0,0,0,1,7.6,0
MPLAD100180,Punjab,Ludhiana,MP_124,Vendor_056,599601.42,330315.59,0.5508919408496398,0,0,0,0,0,1,14.9,0
MPLAD100181,Haryana,Panipat,MP_026,Vendor_105,651843.38,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100182,West Bengal,Siliguri,MP_071,Vendor_029,1000000.0,1000000.0,1.0,0,0,0,0,1,1,60.0,1
MPLAD100183,Maharashtra,Mumbai,MP_061,Vendor_054,816147.27,594676.43,0.7286386316038281,0,0,0,0,0,1,33.5,0
MPLAD100184,Maharashtra,Mumbai,MP_105,Vendor_023,2588752.75,0.0,0.0,0,0,0,0,1,-1,60.0,1
MPLAD100185,Tamil Nadu,Chennai,MP_135,Vendor_042,1075597.28,352946.11,0.32813964535127865,0,0,0,0,0,1,21.5,0
MPLAD100186,Chhattisgarh,Bilaspur,MP_081,Vendor_117,1638194.3,1638194.3,1.0,0,0,0,0,0,1,34.4,0
MPLAD100187,Maharashtra,Mumbai,MP_067,Vendor_117,657857.17,596494.27,0.9067230657378105,0,0,0,0,0,1,29.9,0
MPLAD100188,Bihar,Gaya,MP_072,Vendor_032,524747.61,261645.77,0.49861259968387467,0,0,0,0,0,1,16.6,0
MPLAD100189,Bihar,Gaya,MP_072,Vendor_010,3386890.34,3386890.34,1.0,0,0,0,0,0,-1,42.2,1
MPLAD100190,Maharashtra,Pune,MP_014,Vendor_042,1515906.12,840491.77,0.5544484311469103,0,0,0,0,0,-1,39.4,1
MPLAD100191,Punjab,Ludhiana,MP_124,Vendor_101,3272751.5,1660324.36,0.5073175766629394,0,0,0,0,0,1,18.5,0
MPLAD100192,West Bengal,Kolkata,MP_089,Vendor_029,1435596.2,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100193,Jharkhand,Jamshedpur,MP_118,Vendor_064,1126022.29,881970.34,0.7832618837412179,0,0,0,0,0,-1,51.5,1
MPLAD100194,Maharashtra,Nashik,MP_011,Vendor_071,1179111.86,108431.74,0.09196052018338616,0,0,0,0,0,1,29.7,0
MPLAD100195,Madhya Pradesh,Bhopal,MP_033,Vendor_037,810165.45,260453.58,0.32148196396180556,0,0,0,0,0,1,21.4,0
MPLAD100196,Gujarat,Ahmedabad,MP_021,Vendor_043,1726646.63,434454.84,0.2516176920346464,0,0,0,0,0,1,27.4,0
